threshold,accuracy,precision,recall,f1,f_beta,cm,classification_report
0.8899999999999996,0.7640369580668088,0.7386363636363636,0.17379679144385027,0.2813852813852814,0.20517676767676768,"[[1010, 23], [309, 65]]","              precision    recall  f1-score   support

           0       0.77      0.98      0.86      1033
           1       0.74      0.17      0.28       374

    accuracy                           0.76      1407
   macro avg       0.75      0.58      0.57      1407
weighted avg       0.76      0.76      0.71      1407
"
0.8999999999999996,0.7683013503909026,0.8157894736842105,0.1657754010695187,0.27555555555555555,0.19720101781170485,"[[1019, 14], [312, 62]]","              precision    recall  f1-score   support

           0       0.77      0.99      0.86      1033
           1       0.82      0.17      0.28       374

    accuracy                           0.77      1407
   macro avg       0.79      0.58      0.57      1407
weighted avg       0.78      0.77      0.71      1407
"
0.9099999999999996,0.767590618336887,0.8615384615384616,0.1497326203208556,0.255125284738041,0.17937219730941703,"[[1024, 9], [318, 56]]","              precision    recall  f1-score   support

           0       0.76      0.99      0.86      1033
           1       0.86      0.15      0.26       374

    accuracy                           0.77      1407
   macro avg       0.81      0.57      0.56      1407
weighted avg       0.79      0.77      0.70      1407
"
0.9199999999999996,0.759772565742715,0.86,0.11497326203208556,0.2028301886792453,0.1390685640362225,"[[1026, 7], [331, 43]]","              precision    recall  f1-score   support

           0       0.76      0.99      0.86      1033
           1       0.86      0.11      0.20       374

    accuracy                           0.76      1407
   macro avg       0.81      0.55      0.53      1407
weighted avg       0.78      0.76      0.68      1407
"
0.9299999999999996,0.751954513148543,0.9032258064516129,0.0748663101604278,0.1382716049382716,0.091683038637852,"[[1030, 3], [346, 28]]","              precision    recall  f1-score   support

           0       0.75      1.00      0.86      1033
           1       0.90      0.07      0.14       374

    accuracy                           0.75      1407
   macro avg       0.83      0.54      0.50      1407
weighted avg       0.79      0.75      0.66      1407
"
0.9399999999999996,0.7434257285003554,0.9333333333333333,0.0374331550802139,0.07197943444730077,0.04632693580410324,"[[1032, 1], [360, 14]]","              precision    recall  f1-score   support

           0       0.74      1.00      0.85      1033
           1       0.93      0.04      0.07       374

    accuracy                           0.74      1407
   macro avg       0.84      0.52      0.46      1407
weighted avg       0.79      0.74      0.64      1407
"
0.9499999999999995,0.738450604122246,1.0,0.016042780748663103,0.031578947368421054,0.019973368841544607,"[[1033, 0], [368, 6]]","              precision    recall  f1-score   support

           0       0.74      1.00      0.85      1033
           1       1.00      0.02      0.03       374

    accuracy                           0.74      1407
   macro avg       0.87      0.51      0.44      1407
weighted avg       0.81      0.74      0.63      1407
"
0.9599999999999995,0.7348969438521677,1.0,0.00267379679144385,0.005333333333333333,0.0033400133600534404,"[[1033, 0], [373, 1]]","              precision    recall  f1-score   support

           0       0.73      1.00      0.85      1033
           1       1.00      0.00      0.01       374

    accuracy                           0.73      1407
   macro avg       0.87      0.50      0.43      1407
weighted avg       0.81      0.73      0.62      1407
"
0.9699999999999995,0.7341862117981521,0.0,0.0,0.0,0.0,"[[1033, 0], [374, 0]]","              precision    recall  f1-score   support

           0       0.73      1.00      0.85      1033
           1       0.00      0.00      0.00       374

    accuracy                           0.73      1407
   macro avg       0.37      0.50      0.42      1407
weighted avg       0.54      0.73      0.62      1407
"
0.9799999999999995,0.7341862117981521,0.0,0.0,0.0,0.0,"[[1033, 0], [374, 0]]","              precision    recall  f1-score   support

           0       0.73      1.00      0.85      1033
           1       0.00      0.00      0.00       374

    accuracy                           0.73      1407
   macro avg       0.37      0.50      0.42      1407
weighted avg       0.54      0.73      0.62      1407
"
0.9899999999999995,0.7341862117981521,0.0,0.0,0.0,0.0,"[[1033, 0], [374, 0]]","              precision    recall  f1-score   support

           0       0.73      1.00      0.85      1033
           1       0.00      0.00      0.00       374

    accuracy                           0.73      1407
   macro avg       0.37      0.50      0.42      1407
weighted avg       0.54      0.73      0.62      1407
"
